,PRODUCT,Coal and coal products,Peat and peat products,Oil shale and oil sands,"Crude, NGL and feedstocks",Oil products,Natural gas,Nuclear,Hydro,Geothermal,Solar/wind/other,Biofuels and waste,Heat production from non-specified combustible fuels,Electricity,Heat,Total,Memo: Renewables,"Memo: Coal, peat and oil shale",Memo: Primary and secondary oil,"Memo: Geothermal, solar/wind/other, heat, electricity"
FLOW,TIME
   Autoproducer heat plants,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Autoproducer heat plants,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Heat pumps,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Heat pumps,1990,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1991,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1992,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1993,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1994,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1995,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1996,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1997,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1998,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,1999,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2000,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2001,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2002,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2003,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2004,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2005,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2006,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2007,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2008,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2009,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2010,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2011,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2012,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2013,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2014,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2015,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2016,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2017,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2018,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2019,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2020,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,..
   Heat pumps,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Electric boilers,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Electric boilers,1983,0,0,0,0,0,0,0,0,0,0,0,0,-11,10,-1,0,0,0,-1
   Electric boilers,1984,0,0,0,0,0,0,0,0,0,0,0,0,-12,11,-1,0,0,0,-1
   Electric boilers,1985,0,0,0,0,0,0,0,0,0,0,0,0,-13,12,-1,0,0,0,-1
   Electric boilers,1986,0,0,0,0,0,0,0,0,0,0,0,0,-14,13,-1,0,0,0,-1
   Electric boilers,1987,0,0,0,0,0,0,0,0,0,0,0,0,-15,14,-2,0,0,0,-2
   Electric boilers,1988,0,0,0,0,0,0,0,0,0,0,0,0,-19,17,-2,0,0,0,-2
   Electric boilers,1989,0,0,0,0,0,0,0,0,0,0,0,0,-22,20,-2,0,0,0,-2
   Electric boilers,1990,0,0,0,0,0,0,0,0,0,0,0,0,-29,29,0,0,0,0,0
   Electric boilers,1991,0,0,0,0,0,0,0,0,0,0,0,0,-34,34,0,0,0,0,0
   Electric boilers,1992,0,0,0,0,0,0,0,0,0,0,0,0,-40,40,0,0,0,0,0
   Electric boilers,1993,0,0,0,0,0,0,0,0,0,0,0,0,-44,44,0,0,0,0,0
   Electric boilers,1994,0,0,0,0,0,0,0,0,0,0,0,0,-56,56,0,0,0,0,0
   Electric boilers,1995,0,0,0,0,0,0,0,0,0,0,0,0,-61,61,0,0,0,0,0
   Electric boilers,1996,0,0,0,0,0,0,0,0,0,0,0,0,-68,68,0,0,0,0,0
   Electric boilers,1997,0,0,0,0,0,0,0,0,0,0,0,0,-74,74,0,0,0,0,0
   Electric boilers,1998,0,0,0,0,0,0,0,0,0,0,0,0,-82,82,0,0,0,0,0
   Electric boilers,1999,0,0,0,0,0,0,0,0,0,0,0,0,-89,89,0,0,0,0,0
   Electric boilers,2000,0,0,0,0,0,0,0,0,0,0,0,0,-94,94,0,0,0,0,0
   Electric boilers,2001,0,0,0,0,0,0,0,0,0,0,0,0,-96,96,0,0,0,0,0
   Electric boilers,2002,0,0,0,0,0,0,0,0,0,0,0,0,-96,96,0,0,0,0,0
   Electric boilers,2003,0,0,0,0,0,0,0,0,0,0,0,0,-94,105,11,0,0,0,11
   Electric boilers,2004,0,0,0,0,0,0,0,0,0,0,0,0,-99,102,3,0,0,0,3
   Electric boilers,2005,0,0,0,0,0,0,0,0,0,0,0,0,-99,99,0,0,0,0,0
   Electric boilers,2006,0,0,0,0,0,0,0,0,0,0,0,0,-99,99,0,0,0,0,0
   Electric boilers,2007,0,0,0,0,0,0,0,0,0,0,0,0,-101,101,0,0,0,0,0
   Electric boilers,2008,0,0,0,0,0,0,0,0,0,0,0,0,-98,98,0,0,0,0,0
   Electric boilers,2009,0,0,0,0,0,0,0,0,0,0,0,0,-93,93,0,0,0,0,0
   Electric boilers,2010,0,0,0,0,0,0,0,0,0,0,0,0,-99,105,7,0,0,0,7
   Electric boilers,2011,0,0,0,0,0,0,0,0,0,0,0,0,-87,92,4,0,0,0,4
   Electric boilers,2012,0,0,0,0,0,0,0,0,0,0,0,0,-91,116,25,0,0,0,25
   Electric boilers,2013,0,0,0,0,0,0,0,0,0,0,0,0,-93,121,29,0,0,0,29
   Electric boilers,2014,0,0,0,0,0,0,0,0,0,0,0,0,-87,122,35,0,0,0,35
   Electric boilers,2015,0,0,0,0,0,0,0,0,0,0,0,0,-86,134,48,0,0,0,48
   Electric boilers,2016,0,0,0,0,0,0,0,0,0,0,0,0,-87,140,54,0,0,0,54
   Electric boilers,2017,0,0,0,0,0,0,0,0,0,0,0,0,-86,142,56,0,0,0,56
   Electric boilers,2018,0,0,0,0,0,0,0,0,0,0,0,0,-88,170,82,0,0,0,82
   Electric boilers,2019,0,0,0,0,0,0,0,0,0,0,0,0,-85,181,96,0,0,0,96
   Electric boilers,2020,0,0,0,0,0,0,0,0,0,0,0,0,-85,182,96,0,0,0,96
   Electric boilers,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Chemical heat for electricity production,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
   Chemical heat for electricity production,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
   Blast furnaces,1960,-2829,0,0,0,0,0,0,0,0,0,0,0,0,0,-2829,0,-2829,0,0
   Blast furnaces,1961,-3623,0,0,0,0,0,0,0,0,0,0,0,0,0,-3623,0,-3623,0,0
   Blast furnaces,1962,-3851,0,0,0,0,0,0,0,0,0,0,0,0,0,-3851,0,-3851,0,0
   Blast furnaces,1963,-4134,0,0,0,0,0,0,0,0,0,0,0,0,0,-4134,0,-4134,0,0
   Blast furnaces,1964,-4720,0,0,0,0,0,0,0,0,0,0,0,0,0,-4720,0,-4720,0,0
   Blast furnaces,1965,-5530,0,0,0,0,0,0,0,0,0,0,0,0,0,-5530,0,-5530,0,0
   Blast furnaces,1966,-6787,0,0,0,0,0,0,0,0,0,0,0,0,0,-6787,0,-6787,0,0
   Blast furnaces,1967,-8391,0,0,0,0,0,0,0,0,0,0,0,0,0,-8391,0,-8391,0,0
   Blast furnaces,1968,-9954,0,0,0,0,0,0,0,0,0,0,0,0,0,-9954,0,-9954,0,0
   Blast furnaces,1969,-12182,0,0,0,0,0,0,0,0,0,0,0,0,0,-12182,0,-12182,0,0
   Blast furnaces,1970,-14040,0,0,0,0,0,0,0,0,0,0,0,0,0,-14040,0,-14040,0,0
   Blast furnaces,1971,-13827,0,0,0,0,0,0,0,0,0,0,0,0,0,-13827,0,-13827,0,0
   Blast furnaces,1972,-13263,0,0,0,0,0,0,0,0,0,0,0,0,0,-13263,0,-13263,0,0
   Blast furnaces,1973,-17168,0,0,0,0,0,0,0,0,0,0,0,0,0,-17168,0,-17168,0,0
   Blast furnaces,1974,-16755,0,0,0,0,0,0,0,0,0,0,0,0,0,-16755,0,-16755,0,0
   Blast furnaces,1975,-15529,0,0,0,0,0,0,0,0,0,0,0,0,0,-15529,0,-15529,0,0
   Blast furnaces,1976,-15572,0,0,0,0,0,0,0,0,0,0,0,0,0,-15572,0,-15572,0,0
   Blast furnaces,1977,-14116,0,0,0,0,0,0,0,0,0,0,0,0,0,-14116,0,-14116,0,0
   Blast furnaces,1978,-13278,0,0,0,0,0,0,0,0,0,0,0,0,0,-13278,0,-13278,0,0
   Blast furnaces,1979,-13776,0,0,0,0,0,0,0,0,0,0,0,0,0,-13776,0,-13776,0,0
   Blast furnaces,1980,-14075,0,0,0,0,0,0,0,0,0,0,0,0,0,-14075,0,-14075,0,0
   Blast furnaces,1981,-13439,0,0,0,0,0,0,0,0,0,0,0,0,0,-13439,0,-13439,0,0
   Blast furnaces,1982,-13529,0,0,0,0,0,0,0,0,0,0,0,0,0,-13529,0,-13529,0,0
   Blast furnaces,1983,-12773,0,0,0,0,0,0,0,0,0,0,0,0,0,-12773,0,-12773,0,0
   Blast furnaces,1984,-14027,0,0,0,0,0,0,0,0,0,0,0,0,0,-14027,0,-14027,0,0
   Blast furnaces,1985,-13847,0,0,0,0,0,0,0,0,0,0,0,0,0,-13847,0,-13847,0,0
   Blast furnaces,1986,-12308,0,0,0,0,0,0,0,0,0,0,0,0,0,-12308,0,-12308,0,0
   Blast furnaces,1987,-14958,0,0,0,0,0,0,0,0,0,0,0,0,0,-14958,0,-14958,0,0
   Blast furnaces,1988,-16049,0,0,0,0,0,0,0,0,0,0,0,0,0,-16049,0,-16049,0,0
   Blast furnaces,1989,-16118,0,0,0,0,0,0,0,0,0,0,0,0,0,-16118,0,-16118,0,0
   Blast furnaces,1990,-17946,0,0,0,0,0,0,0,0,0,0,0,0,0,-17946,0,-17946,0,0
   Blast furnaces,1991,-17471,0,0,0,0,0,0,0,0,0,0,0,0,0,-17471,0,-17471,0,0
   Blast furnaces,1992,-16683,0,0,0,0,0,0,0,0,0,0,0,0,0,-16683,0,-16683,0,0
   Blast furnaces,1993,-16743,0,0,0,0,0,0,0,0,0,0,0,0,0,-16743,0,-16743,0,0
